Washington,Arizona,Nevada,California,Oregon,Customer Lifetime Value,Response,Coverage,Education,Employed,Unemployed,Medical_Leave,Disabled,Retired,Female,Male,Income,Suburban,Rural,Urban,Married,Single,Divorced,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Corporate Auto,Personal Auto,Special Auto,Corporate L3,Personal L3,Corporate L2,Personal L1,Special L2,Corporate L1,Personal L2,Special L1,Special L3,Renew Offer Type,Agent,Call Center,Web,Branch,Total Claim Amount,Two Door,Four Door,SUV,Luxury SUV,Sports Car,Luxury Car,Vehicle Size,Activation_date
0,0,0,0,1,3785.75,No,2,2,1,0,0,0,0,1,0,26318,1,0,0,1,0,0,96,23,29,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Offer2,0,1,0,0,679.39,1,0,0,0,0,0,2,2011-02-04
0,0,0,0,1,4200.82,No,1,2,0,0,0,0,1,0,1,20263,1,0,0,0,1,0,63,31,2,0,7,0,1,0,0,1,0,0,0,0,0,0,0,Offer1,1,0,0,0,373.45,0,1,0,0,0,0,1,2011-01-02
0,0,0,0,1,3619.06,No,2,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,98,27,47,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer2,0,0,1,0,310.84,0,1,0,0,0,0,2,2011-01-24
0,1,0,0,0,4880.71,No,2,2,1,0,0,0,0,0,1,52819,0,1,0,0,0,1,124,16,89,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Offer1,0,0,0,1,282.5,0,0,1,0,0,0,2,2011-02-16
0,0,0,0,1,12687.15,No,1,2,1,0,0,0,0,1,0,63918,1,0,0,0,1,0,64,4,14,0,2,0,1,0,0,0,0,1,0,0,0,0,0,Offer3,1,0,0,0,307.2,0,1,0,0,0,0,1,2011-02-07
0,0,0,0,1,4848.9,No,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,1,66,11,60,0,3,0,1,0,0,0,0,1,0,0,0,0,0,Offer3,0,1,0,0,316.8,0,1,0,0,0,0,1,2011-02-02
0,0,0,0,1,4334.06,Yes,2,2,0,0,0,0,1,1,0,23904,1,0,0,0,1,0,123,1,67,3,1,1,0,0,1,0,0,0,0,0,0,0,0,Offer1,1,0,0,0,590.4,0,0,1,0,0,0,2,2011-02-27
0,0,0,0,1,6677.42,No,2,2,0,1,0,0,0,0,1,0,0,0,1,1,0,0,97,10,77,1,9,0,1,0,0,1,0,0,0,0,0,0,0,Offer3,0,1,0,0,251.64,1,0,0,0,0,0,2,2011-02-22
0,1,0,0,0,8973.11,No,1,3,1,0,0,0,0,1,0,69736,0,0,1,1,0,0,111,11,7,0,3,0,1,0,0,1,0,0,0,0,0,0,0,Offer1,0,0,0,1,424.42,0,0,1,0,0,0,2,2011-02-21
0,0,0,1,0,7109.3,No,3,2,1,0,0,0,0,0,1,69700,0,0,1,0,0,1,181,9,49,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Offer2,0,0,1,0,645.92,0,0,1,0,0,0,2,2011-02-10
0,1,0,0,0,10208.93,Yes,2,2,1,0,0,0,0,1,0,35482,1,0,0,1,0,0,129,21,59,0,3,0,1,0,0,0,0,0,0,0,1,0,0,Offer1,0,0,0,1,619.2,0,0,1,0,0,0,2,2011-02-14
0,1,0,0,0,2719.51,Yes,1,2,0,0,0,0,1,1,0,14030,1,0,0,1,0,0,72,11,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Offer2,0,0,0,1,345.6,1,0,0,0,0,0,3,2011-01-24
0,0,0,1,0,4465.6,No,1,2,1,0,0,0,0,1,0,50909,0,0,1,1,0,0,112,11,39,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer2,0,0,0,1,339.05,0,0,1,0,0,0,2,2011-01-22
0,1,0,0,0,5593.43,No,1,2,1,0,0,0,0,1,0,96406,1,0,0,1,0,0,69,16,64,0,8,0,1,0,0,0,0,1,0,0,0,0,0,Offer2,0,0,1,0,331.2,1,0,0,0,0,0,2,2011-01-10
0,0,0,0,1,6769.0,No,2,2,1,0,0,0,0,1,0,77001,1,0,0,0,1,0,85,4,58,0,3,0,0,1,0,0,0,0,0,0,0,0,1,Offer2,0,1,0,0,408.0,0,1,0,0,0,0,2,2011-01-31
0,0,0,0,1,2454.59,No,1,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,72,25,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer2,0,0,0,1,518.4,1,0,0,0,0,0,2,2011-02-07
0,0,0,1,0,2576.38,No,1,2,1,0,0,0,0,0,1,24732,1,0,0,0,0,1,67,4,49,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Offer2,0,0,0,1,321.6,0,1,0,0,0,0,1,2011-01-11
0,0,0,0,1,4282.95,Yes,1,2,1,0,0,0,0,1,0,40864,0,1,0,1,0,0,109,16,70,1,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer1,1,0,0,0,166.94,0,0,1,0,0,0,2,2011-02-26
0,0,0,1,0,5845.43,No,1,2,1,0,0,0,0,1,0,43145,1,0,0,1,0,0,73,1,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,Offer3,0,0,1,0,516.42,1,0,0,0,0,0,2,2011-01-11
0,0,0,0,1,10484.92,Yes,2,2,1,0,0,0,0,1,0,61108,0,1,0,0,0,1,89,22,93,0,2,1,0,0,0,0,0,0,0,1,0,0,0,Offer2,1,0,0,0,49.45,0,1,0,0,0,0,2,2011-02-01
0,0,0,1,0,5509.38,No,1,2,1,0,0,0,0,0,1,34236,1,0,0,1,0,0,70,3,87,0,8,1,0,0,0,0,1,0,0,0,0,0,0,Offer1,1,0,0,0,336.0,0,1,0,0,0,0,1,2011-02-11
0,1,0,0,0,3011.34,No,2,2,1,0,0,0,0,0,1,39010,1,0,0,1,0,0,78,27,99,2,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer1,1,0,0,0,374.4,0,1,0,0,0,0,2,2011-02-02
0,0,0,1,0,2698.36,No,1,1,1,0,0,0,0,0,1,88867,1,0,0,0,1,0,69,6,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,Offer3,0,0,1,0,331.2,0,1,0,0,0,0,2,2011-01-23
0,0,0,1,0,6105.8,No,2,2,0,1,0,0,0,0,1,0,0,0,1,1,0,0,84,0,57,0,5,0,1,0,0,0,0,0,0,0,1,0,0,Offer3,0,0,0,1,395.74,0,1,0,0,0,0,2,2011-02-16
1,0,0,0,0,8558.04,No,1,1,0,0,1,0,0,0,1,13908,1,0,0,1,0,0,116,12,74,2,8,1,0,0,1,0,0,0,0,0,0,0,0,Offer1,0,0,1,0,804.13,0,0,1,0,0,0,2,2011-02-13
1,0,0,0,0,5568.95,Yes,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,79,21,53,1,7,0,1,0,0,0,0,0,0,0,1,0,0,Offer1,1,0,0,0,407.44,1,0,0,0,0,0,2,2011-01-01
0,0,0,0,1,11042.29,No,1,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,64,14,91,0,2,0,1,0,0,1,0,0,0,0,0,0,0,Offer2,1,0,0,0,415.8,0,1,0,0,0,0,2,2011-01-25
0,0,0,1,0,23594.68,Yes,1,2,1,0,0,0,0,0,1,76358,0,1,0,1,0,0,66,25,3,0,2,0,1,0,0,1,0,0,0,0,0,0,0,Offer3,1,0,0,0,86.46,0,1,0,0,0,0,2,2011-01-31
0,0,0,0,1,4726.87,Yes,2,2,0,0,1,0,0,1,0,13037,1,0,0,1,0,0,124,28,49,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer2,1,0,0,0,839.35,0,0,1,0,0,0,1,2011-01-10
0,1,0,0,0,6054.49,No,2,3,0,0,0,1,0,1,0,17200,0,1,0,1,0,0,83,5,62,4,8,0,1,0,0,0,0,0,0,0,1,0,0,Offer1,0,0,0,1,48.78,0,1,0,0,0,0,2,2011-02-06
1,0,0,0,0,9654.52,No,2,2,1,0,0,0,0,0,1,67772,1,0,0,0,1,0,82,29,27,0,2,0,1,0,0,0,0,1,0,0,0,0,0,Offer4,0,0,0,1,502.58,0,1,0,0,0,0,2,2011-01-09
0,0,0,0,1,47155.63,No,2,1,1,0,0,0,0,0,1,39891,0,0,1,1,0,0,133,12,31,0,2,0,1,0,0,1,0,0,0,0,0,0,0,Offer1,1,0,0,0,630.89,0,0,1,0,0,0,2,2011-02-10
1,0,0,0,0,4530.39,No,1,4,1,0,0,0,0,1,0,52957,0,0,1,1,0,0,112,14,92,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Offer1,0,0,0,1,425.42,0,0,0,0,1,0,2,2011-02-03
0,0,0,0,1,7276.34,No,1,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,108,11,84,2,3,1,0,0,1,0,0,0,0,0,0,0,0,Offer1,1,0,0,0,777.6,0,0,0,0,1,0,2,2011-02-27
0,0,0,0,1,3861.49,Yes,2,2,1,0,0,0,0,1,0,93272,0,0,1,1,0,0,95,3,54,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Offer2,0,0,0,1,281.11,0,1,0,0,0,0,2,2011-01-06
0,1,0,0,0,7054.78,No,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,207,32,96,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer2,0,1,0,0,1490.4,0,0,0,1,0,0,2,2011-01-23
0,0,0,1,0,15167.04,No,1,3,1,0,0,0,0,0,1,40467,0,0,1,1,0,0,197,1,84,3,3,0,1,0,0,0,0,0,0,0,1,0,0,Offer1,1,0,0,0,518.78,0,0,0,1,0,0,2,2011-01-04
0,0,0,0,1,7126.47,No,1,2,1,0,0,0,0,0,1,30895,1,0,0,0,0,1,62,10,35,0,2,0,1,0,0,0,0,0,0,0,1,0,0,Offer4,0,0,1,0,297.6,0,1,0,0,0,0,1,2011-01-20
0,0,0,0,1,2034.99,No,1,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,62,29,59,2,1,0,1,0,0,0,0,1,0,0,0,0,0,Offer1,0,0,1,0,446.4,0,1,0,0,0,0,2,2011-01-16
0,0,0,0,1,30718.81,No,1,2,1,0,0,0,0,1,0,90607,0,1,0,0,1,0,109,1,48,0,2,0,0,1,0,0,0,0,1,0,0,0,0,Offer2,1,0,0,0,243.47,0,0,1,0,0,0,2,2011-01-10
0,0,0,0,1,4221.31,No,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,62,12,68,0,3,0,1,0,0,0,0,1,0,0,0,0,0,Offer3,0,0,1,0,614.08,0,1,0,0,0,0,1,2011-02-08
0,1,0,0,0,9701.03,No,2,2,1,0,0,0,0,1,0,45668,0,0,1,1,0,0,80,7,55,0,2,0,1,0,0,1,0,0,0,0,0,0,0,Offer2,0,0,0,1,344.77,0,1,0,0,0,0,2,2011-01-13
0,0,0,1,0,4502.87,No,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,129,10,11,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Offer1,1,0,0,0,1486.41,0,0,1,0,0,0,2,2011-01-05
0,0,0,1,0,11009.13,Yes,3,2,1,0,0,0,0,1,0,51643,1,0,0,0,1,0,283,16,43,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Offer2,1,0,0,0,1358.4,0,0,0,0,0,1,2,2011-01-24
0,0,0,1,0,2713.56,No,1,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,74,35,77,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer4,0,1,0,0,299.64,0,1,0,0,0,0,2,2011-01-16
0,0,0,1,0,22103.51,Yes,1,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,102,35,48,0,2,0,1,0,0,1,0,0,0,0,0,0,0,Offer1,0,0,0,1,489.6,0,0,1,0,0,0,2,2011-01-30
0,0,0,0,1,5633.53,No,1,2,1,0,0,0,0,0,1,90289,0,1,0,0,0,1,71,9,10,1,3,0,1,0,0,0,0,1,0,0,0,0,0,Offer1,1,0,0,0,22.19,0,1,0,0,0,0,2,2011-01-21
0,0,0,0,1,4237.37,No,1,2,0,0,0,0,1,0,1,29465,1,0,0,1,0,0,118,24,49,1,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer1,0,0,1,0,566.4,0,0,1,0,0,0,2,2011-01-17
0,0,0,0,1,2858.29,No,1,2,1,0,0,0,0,0,1,81893,0,1,0,1,0,0,73,20,70,3,1,1,0,0,0,0,1,0,0,0,0,0,0,Offer2,0,1,0,0,151.38,0,1,0,0,0,0,2,2011-02-04
0,0,1,0,0,9366.82,No,2,1,1,0,0,0,0,0,1,60613,1,0,0,0,1,0,240,3,52,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Offer4,0,1,0,0,1152.0,0,0,0,0,0,1,1,2011-01-06
0,1,0,0,0,9152.49,No,3,1,1,0,0,0,0,1,0,60423,0,1,0,1,0,0,114,23,44,0,9,0,1,0,0,1,0,0,0,0,0,0,0,Offer1,0,1,0,0,137.61,0,1,0,0,0,0,2,2011-02-21
0,0,0,0,1,5406.88,No,1,2,1,0,0,0,0,0,1,27166,1,0,0,0,1,0,71,29,51,0,5,0,1,0,0,1,0,0,0,0,0,0,0,Offer2,0,0,1,0,340.8,0,1,0,0,0,0,2,2011-01-20
0,0,1,0,0,7086.18,No,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,196,10,38,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer1,0,0,0,1,1644.69,0,0,0,1,0,0,2,2011-01-13
1,0,0,0,0,17288.55,No,3,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,158,3,10,0,2,0,0,1,0,0,0,0,0,0,0,0,1,Offer3,1,0,0,0,758.4,0,0,1,0,0,0,1,2011-02-15
1,0,0,0,0,2472.25,No,1,1,1,0,0,0,0,1,0,62006,1,0,0,1,0,0,61,31,96,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Offer4,1,0,0,0,292.8,0,1,0,0,0,0,3,2011-01-27
0,0,0,0,1,2432.17,No,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,69,2,50,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer4,0,0,1,0,764.2,0,1,0,0,0,0,2,2011-02-21
0,0,0,1,0,25464.82,Yes,2,2,0,0,0,0,1,1,0,13663,1,0,0,0,1,0,97,1,66,0,2,1,0,0,1,0,0,0,0,0,0,0,0,Offer1,0,0,0,1,465.6,0,1,0,0,0,0,1,2011-02-01
0,0,0,1,0,2229.36,No,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,61,27,57,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer2,0,1,0,0,292.8,0,1,0,0,0,0,2,2011-02-26
0,1,0,0,0,2507.88,No,1,4,1,0,0,0,0,0,1,97673,0,0,1,0,1,0,63,21,49,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer4,1,0,0,0,178.76,0,1,0,0,0,0,2,2011-01-23
0,0,1,0,0,9500.08,No,3,1,1,0,0,0,0,1,0,96276,0,0,1,1,0,0,117,33,81,0,6,0,1,0,0,0,0,1,0,0,0,0,0,Offer1,0,1,0,0,553.5,0,1,0,0,0,0,2,2011-01-21
1,0,0,0,0,2935.99,No,1,1,1,0,0,0,0,1,0,73847,1,0,0,1,0,0,73,34,51,1,1,0,1,0,0,0,0,0,0,0,1,0,0,Offer2,0,0,1,0,350.4,1,0,0,0,0,0,1,2011-02-27
0,0,0,1,0,5493.02,No,1,1,1,0,0,0,0,0,1,24976,1,0,0,0,1,0,72,2,60,1,3,0,1,0,0,1,0,0,0,0,0,0,0,Offer3,1,0,0,0,566.2,1,0,0,0,0,0,2,2011-01-03
0,0,0,1,0,5386.33,No,1,2,1,0,0,0,0,1,0,33716,1,0,0,1,0,0,68,18,67,1,3,0,1,0,0,0,0,0,0,0,1,0,0,Offer1,1,0,0,0,349.43,0,1,0,0,0,0,1,2011-01-05
0,1,0,0,0,4384.85,No,1,2,0,0,1,0,0,1,0,23480,1,0,0,0,1,0,117,6,89,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Offer3,0,1,0,0,842.4,0,0,1,0,0,0,2,2011-01-25
0,0,0,0,1,5789.85,No,1,4,1,0,0,0,0,1,0,77221,0,0,1,1,0,0,71,2,49,0,7,0,1,0,0,1,0,0,0,0,0,0,0,Offer2,0,1,0,0,259.59,0,1,0,0,0,0,2,2011-01-19
0,0,1,0,0,5678.05,Yes,2,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,76,8,44,0,3,0,1,0,0,0,0,0,0,0,1,0,0,Offer2,1,0,0,0,364.8,0,1,0,0,0,0,1,2011-01-19
0,1,0,0,0,4944.24,No,1,3,1,0,0,0,0,0,1,40463,1,0,0,1,0,0,61,17,21,0,6,0,1,0,0,1,0,0,0,0,0,0,0,Offer3,0,0,0,1,292.8,0,1,0,0,0,0,1,2011-01-16
0,0,1,0,0,7507.46,Yes,1,2,1,0,0,0,0,0,1,60920,0,0,1,0,1,0,64,10,61,0,2,0,1,0,0,0,0,0,0,0,1,0,0,Offer2,1,0,0,0,231.2,1,0,0,0,0,0,2,2011-02-06
0,1,0,0,0,5332.46,Yes,1,4,1,0,0,0,0,1,0,68931,0,0,1,1,0,0,66,32,30,0,7,0,0,1,0,0,0,0,1,0,0,0,0,Offer2,0,0,0,1,309.58,0,1,0,0,0,0,2,2011-02-22
0,0,0,0,1,5475.34,No,1,2,1,0,0,0,0,1,0,88251,0,0,1,1,0,0,68,3,2,0,3,0,1,0,0,1,0,0,0,0,0,0,0,Offer4,0,0,0,1,267.21,0,1,0,0,0,0,2,2011-02-22
0,0,0,0,1,2274.65,No,1,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,65,21,40,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Offer3,0,0,1,0,468.0,1,0,0,0,0,0,1,2011-02-26
1,0,0,0,0,6005.21,Yes,2,1,1,0,0,0,0,0,1,26876,1,0,0,0,1,0,76,17,72,0,8,1,0,0,0,0,1,0,0,0,0,0,0,Offer1,1,0,0,0,364.8,0,1,0,0,0,0,2,2011-01-12
1,0,0,0,0,18321.42,No,2,2,1,0,0,0,0,0,1,88592,0,0,1,1,0,0,76,19,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,Offer1,0,0,0,1,199.8,0,1,0,0,0,0,3,2011-02-06
0,0,0,1,0,8078.53,No,3,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,114,1,39,1,5,0,1,0,0,0,0,0,0,0,1,0,0,Offer1,0,0,0,1,547.2,0,1,0,0,0,0,2,2011-01-20
0,1,0,0,0,3664.22,No,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,103,8,75,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer1,0,0,0,1,642.77,0,0,1,0,0,0,2,2011-02-28
0,1,0,0,0,2960.03,No,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,82,0,28,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Offer1,1,0,0,0,590.4,0,1,0,0,0,0,2,2011-02-05
0,1,0,0,0,2496.17,No,1,2,1,0,0,0,0,0,1,49136,1,0,0,0,0,1,64,7,95,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Offer4,0,0,1,0,307.2,0,1,0,0,0,0,2,2011-02-01
0,0,0,0,1,4650.68,No,1,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,68,17,66,0,3,0,1,0,0,1,0,0,0,0,0,0,0,Offer1,1,0,0,0,722.88,1,0,0,0,0,0,2,2011-01-11
0,0,1,0,0,14002.38,No,1,2,1,0,0,0,0,0,1,67627,1,0,0,1,0,0,117,5,43,0,2,1,0,0,0,0,1,0,0,0,0,0,0,Offer4,0,1,0,0,561.6,0,0,1,0,0,0,2,2011-02-22
0,0,0,1,0,7462.93,Yes,2,2,1,0,0,0,0,1,0,70263,0,1,0,1,0,0,93,30,66,0,5,0,1,0,0,0,0,0,0,0,1,0,0,Offer2,0,1,0,0,7.35,1,0,0,0,0,0,1,2011-01-28
0,1,0,0,0,3653.7,No,2,2,1,0,0,0,0,1,0,74126,1,0,0,1,0,0,90,14,76,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Offer2,0,1,0,0,478.75,1,0,0,0,0,0,2,2011-02-13
0,0,0,1,0,5638.54,No,1,1,1,0,0,0,0,1,0,74286,0,0,1,1,0,0,70,27,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,Offer4,1,0,0,0,277.59,1,0,0,0,0,0,2,2011-02-27
0,0,0,0,1,4475.05,No,1,1,1,0,0,0,0,1,0,97949,0,0,1,1,0,0,112,9,13,3,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer4,0,0,1,0,324.81,0,0,1,0,0,0,1,2011-01-21
0,0,0,1,0,2719.85,No,1,2,1,0,0,0,0,0,1,41005,1,0,0,0,1,0,70,22,37,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Offer4,0,0,0,1,336.0,0,1,0,0,0,0,2,2011-01-21
0,1,0,0,0,4542.41,No,1,1,1,0,0,0,0,0,1,29875,1,0,0,0,1,0,119,9,36,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Offer1,0,0,1,0,571.2,0,0,0,0,1,0,2,2011-01-06
0,1,0,0,0,12875.6,No,1,2,0,0,0,0,1,0,1,26121,1,0,0,0,1,0,119,12,51,0,2,0,1,0,0,0,0,0,0,0,1,0,0,Offer1,0,1,0,0,754.12,0,0,1,0,0,0,2,2011-02-04
0,0,0,0,1,2300.69,Yes,1,2,0,0,0,0,1,0,1,25905,1,0,0,0,0,1,63,21,12,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Offer1,1,0,0,0,302.4,0,1,0,0,0,0,3,2011-01-15
0,0,0,1,0,8364.56,No,1,2,1,0,0,0,0,0,1,72117,0,1,0,1,0,0,70,1,98,0,2,0,1,0,0,0,0,0,0,0,1,0,0,Offer4,0,0,0,1,106.74,0,1,0,0,0,0,2,2011-01-06
0,0,0,0,1,14024.36,Yes,3,1,1,0,0,0,0,1,0,81872,0,1,0,1,0,0,115,10,55,0,2,1,0,0,0,0,1,0,0,0,0,0,0,Offer2,0,0,1,0,256.44,0,1,0,0,0,0,2,2011-02-19
0,0,0,0,1,27789.69,Yes,2,2,1,0,0,0,0,1,0,33806,0,0,1,0,0,1,89,32,59,0,2,1,0,0,1,0,0,0,0,0,0,0,0,Offer2,0,0,1,0,395.73,0,1,0,0,0,0,2,2011-01-20
0,0,0,1,0,3588.93,No,1,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,106,20,51,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Offer3,1,0,0,0,763.2,0,0,1,0,0,0,2,2011-01-18
0,0,0,1,0,4386.28,Yes,1,2,0,0,0,0,1,0,1,10621,1,0,0,0,1,0,67,28,22,0,5,0,1,0,0,0,0,1,0,0,0,0,0,Offer1,1,0,0,0,321.6,0,1,0,0,0,0,2,2011-02-11
0,0,0,0,1,6647.85,No,1,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,65,34,27,0,2,0,1,0,0,1,0,0,0,0,0,0,0,Offer1,0,0,1,0,312.0,0,1,0,0,0,0,2,2011-01-29
0,0,0,0,1,6753.43,No,2,2,1,0,0,0,0,1,0,44213,0,1,0,0,1,0,85,15,58,0,3,0,1,0,0,1,0,0,0,0,0,0,0,Offer1,0,0,0,1,77.52,0,1,0,0,0,0,2,2011-02-27
0,0,0,1,0,4762.82,No,1,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,65,10,11,0,3,0,1,0,0,0,0,1,0,0,0,0,0,Offer1,0,1,0,0,366.21,0,1,0,0,0,0,2,2011-01-21
0,0,1,0,0,4904.89,Yes,2,2,0,0,0,0,1,1,0,12902,1,0,0,0,0,1,139,3,51,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Offer1,1,0,0,0,667.2,0,0,0,0,1,0,2,2011-02-14
0,0,0,0,1,4764.86,No,1,1,1,0,0,0,0,0,1,78757,0,0,1,1,0,0,119,8,56,3,1,0,1,0,0,0,0,0,0,0,1,0,0,Offer4,1,0,0,0,383.8,0,0,0,0,1,0,2,2011-01-15
0,0,0,0,1,3567.5,Yes,1,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,102,28,11,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Offer2,1,0,0,0,660.43,0,0,1,0,0,0,2,2011-01-07
0,0,0,0,1,3903.8,No,2,1,1,0,0,0,0,0,1,51833,0,1,0,0,0,1,99,1,18,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer3,1,0,0,0,190.51,0,1,0,0,0,0,2,2011-02-21
0,0,0,1,0,10442.43,No,2,1,1,0,0,0,0,1,0,30786,0,1,0,0,1,0,90,3,5,0,2,0,1,0,0,1,0,0,0,0,0,0,0,Offer2,0,0,0,1,28.65,0,1,0,0,0,0,3,2011-02-11
0,0,0,1,0,2498.96,No,1,2,1,0,0,0,0,0,1,76792,1,0,0,1,0,0,62,12,27,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Offer3,1,0,0,0,297.6,0,1,0,0,0,0,2,2011-02-26
0,0,0,1,0,2862.56,No,1,2,1,0,0,0,0,1,0,76356,1,0,0,1,0,0,71,4,61,2,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer3,0,0,0,1,340.8,1,0,0,0,0,0,2,2011-02-27
0,0,0,1,0,5989.77,Yes,3,2,1,0,0,0,0,0,1,66839,1,0,0,0,1,0,154,33,24,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Offer2,0,0,0,1,739.2,0,0,0,0,1,0,2,2011-01-19
0,0,0,0,1,7143.04,No,2,1,1,0,0,0,0,0,1,59789,1,0,0,1,0,0,90,9,81,0,3,0,1,0,0,1,0,0,0,0,0,0,0,Offer4,1,0,0,0,527.54,0,1,0,0,0,0,3,2011-02-23
1,0,0,0,0,2549.79,No,1,2,1,0,0,0,0,0,1,72217,0,1,0,1,0,0,64,13,15,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Offer2,0,0,0,1,91.15,0,1,0,0,0,0,2,2011-02-12
0,0,0,1,0,12047.78,No,3,2,1,0,0,0,0,1,0,43324,0,0,1,1,0,0,101,8,17,0,2,1,0,0,0,0,0,0,0,1,0,0,0,Offer2,0,0,0,1,284.67,1,0,0,0,0,0,2,2011-01-03
0,0,0,0,1,20461.15,No,3,2,1,0,0,0,0,0,1,87502,0,0,1,1,0,0,102,20,28,0,2,0,1,0,0,1,0,0,0,0,0,0,0,Offer2,0,0,0,1,421.11,0,1,0,0,0,0,2,2011-02-26
0,0,0,1,0,2781.59,No,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,74,8,13,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer4,0,0,1,0,532.8,0,1,0,0,0,0,2,2011-02-08
0,1,0,0,0,4834.71,Yes,1,2,1,0,0,0,0,1,0,38713,1,0,0,0,0,1,66,31,69,4,6,0,1,0,0,0,0,1,0,0,0,0,0,Offer2,0,1,0,0,316.8,0,1,0,0,0,0,2,2011-01-31
1,0,0,0,0,7610.54,No,1,1,1,0,0,0,0,0,1,51878,1,0,0,0,1,0,66,10,16,1,2,0,1,0,0,1,0,0,0,0,0,0,0,Offer2,0,0,0,1,316.8,0,1,0,0,0,0,2,2011-02-02
0,1,0,0,0,2159.25,No,1,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,61,9,39,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Offer2,0,0,1,0,292.8,0,1,0,0,0,0,2,2011-02-07
0,0,0,1,0,8420.43,No,1,2,0,0,0,1,0,0,1,28617,1,0,0,1,0,0,112,20,57,0,9,0,1,0,0,0,0,0,0,0,1,0,0,Offer3,1,0,0,0,797.6,0,0,1,0,0,0,2,2011-02-27
